"Protocolo","Execucao","Base","Algoritmo","Repeticao","Fold_Externo","id","cp","profundidade_maxima","Acuracia_Media","Sensibilidade_Media","Especificidade_Media","Precisao_Media","F1_Media","MCC_Media","ROC_AUC_Media","Brier_Media","Log_Loss_Media","Acuracia_Balanceada_Media","Posicao","Selecionada"
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,"arvore_cp_0.02_profundidade_3",0.02,3,0.776851851851852,0.711711711711712,0.832100070472163,0.78369571917959,0.744969339086986,0.55058545939801,0.777431765803859,0.181747086451165,0.569573488260159,0.771905891091938,5,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",2,5,"arvore_cp_0.02_profundidade_5",0.02,5,0.776851851851852,0.711711711711712,0.832100070472163,0.78369571917959,0.744969339086986,0.55058545939801,0.777431765803859,0.181747086451165,0.569573488260159,0.771905891091938,6,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,"arvore_cp_0.005_profundidade_3",0.005,3,0.768724279835391,0.720720720720721,0.809020436927414,0.761460761460761,0.739348370927318,0.53378039103242,0.789262042169019,0.187596757675689,0.617536527701934,0.764870578824067,1,TRUE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,"arvore_cp_0.01_profundidade_3",0.01,3,0.768724279835391,0.720720720720721,0.809020436927414,0.761460761460761,0.739348370927318,0.53378039103242,0.789262042169019,0.187596757675689,0.617536527701934,0.764870578824067,2,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,"arvore_cp_0.005_profundidade_5",0.005,5,0.760390946502058,0.720720720720721,0.793516560958421,0.748952944074895,0.732600732600733,0.51831534762527,0.78737643563225,0.189875403509022,0.622595440028551,0.757118640839571,3,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,"arvore_cp_0.01_profundidade_5",0.01,5,0.760390946502058,0.720720720720721,0.793516560958421,0.748952944074895,0.732600732600733,0.51831534762527,0.78737643563225,0.189875403509022,0.622595440028551,0.757118640839571,4,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,"arvore_cp_0.02_profundidade_5",0.02,5,0.760390946502058,0.720720720720721,0.793516560958421,0.748952944074895,0.732600732600733,0.51831534762527,0.78737643563225,0.189875403509022,0.622595440028551,0.757118640839571,5,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,1,"arvore_cp_0.02_profundidade_3",0.02,3,0.752057613168724,0.72972972972973,0.770260747004933,0.734680134680135,0.728222996515679,0.505397030515743,0.773862922118736,0.194052052127756,0.630304018312148,0.749995238367331,6,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,"arvore_cp_0.005_profundidade_5",0.005,5,0.744855967078189,0.767425320056899,0.724101479915433,0.714501924800928,0.733070280780008,0.498768872441971,0.802142509149853,0.203003143336335,0.92768732938599,0.745763399986166,1,TRUE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,"arvore_cp_0.01_profundidade_5",0.01,5,0.744855967078189,0.767425320056899,0.724101479915433,0.714501924800928,0.733070280780008,0.498768872441971,0.802142509149853,0.203003143336335,0.92768732938599,0.745763399986166,2,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,"arvore_cp_0.02_profundidade_5",0.02,5,0.728395061728395,0.704836415362731,0.747181113460183,0.712876830318691,0.696319705049707,0.462811429646704,0.763334075145581,0.21302676960027,0.941839795939602,0.726008764411457,3,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,"arvore_cp_0.005_profundidade_3",0.005,3,0.720164609053498,0.71384542437174,0.725158562367865,0.701458632233381,0.691447049872034,0.454391125051928,0.765361653519548,0.211754368427501,0.928081314113672,0.719501993369802,4,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,"arvore_cp_0.01_profundidade_3",0.01,3,0.720164609053498,0.71384542437174,0.725158562367865,0.701458632233381,0.691447049872034,0.454391125051928,0.765361653519548,0.211754368427501,0.928081314113672,0.719501993369802,5,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,2,"arvore_cp_0.02_profundidade_3",0.02,3,0.720164609053498,0.71384542437174,0.725158562367865,0.701458632233381,0.691447049872034,0.454391125051928,0.765361653519548,0.211754368427501,0.928081314113672,0.719501993369802,6,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,"arvore_cp_0.01_profundidade_5",0.01,5,0.789094650205761,0.72972972972973,0.838794926004228,0.806883468834688,0.75839499038792,0.582407332594685,0.826231358208102,0.166916949543104,0.536564530551069,0.784262327866979,1,TRUE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,"arvore_cp_0.005_profundidade_3",0.005,3,0.780864197530864,0.738738738738739,0.816067653276956,0.777917951593309,0.754159082926206,0.561252026776816,0.822648229624974,0.171788687327761,0.548891227777974,0.777403196007847,2,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,"arvore_cp_0.01_profundidade_3",0.01,3,0.780864197530864,0.738738738738739,0.816067653276956,0.777917951593309,0.754159082926206,0.561252026776816,0.822648229624974,0.171788687327761,0.548891227777974,0.777403196007847,3,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,"arvore_cp_0.02_profundidade_3",0.02,3,0.780864197530864,0.738738738738739,0.816067653276956,0.777917951593309,0.754159082926206,0.561252026776816,0.822648229624974,0.171788687327761,0.548891227777974,0.777403196007847,4,FALSE
"cleveland_ncv_5x3_inner3_v1","cleveland_ncv_5x3_inner3_v1","Cleveland","decision_trees",3,3,"arvore_cp_0.02_profundidade_5",0.02,5,0.780864197530864,0.738738738738739,0.816067653276956,0.777917951593309,0.754159082926206,0.561252026776816,0.822648229624974,0.171788687327761,0.548891227777974,0.777403196007847,5,FALSE
